Name,Tract,latitude,longitude,service_type
Madison & Parkside,252101,41.88014676199998,-87.766616908,bus stop
Jackson & Central,252101,41.87646275600002,-87.764867509,bus stop
25th Street & Mercy Hospital,841000,41.84741909600001,-87.62198224500003,bus stop
Columbus (Mid) & E. Wacker,320100,41.88735600000001,-87.62059499999998,bus stop
111th Street & Morgan,750100,41.69236761100001,-87.64706239100002,bus stop
S. Water (Lower) & Michigan,320100,41.886737036,-87.62529549499999,bus stop
Cannon & Nature Museum/Fullerton,070101,41.92708533299998,-87.634695244,bus stop
State & 73rd Street,691000,41.76211764200002,-87.62471630800002,bus stop
Sheridan & Morse,010400,42.00813299999999,-87.66159800000003,bus stop
Central & Elston,110100,41.984843033999994,-87.76822424800002,bus stop
Western & Roscoe,051000,41.94294291199998,-87.68800704,bus stop
Division & Pine,251200,41.90210200000001,-87.763935,bus stop
Gunnison & Oak Park,810600,41.968283711000026,-87.79782742700002,bus stop
Harlem & Irving Park,810502,41.95288722999999,-87.80738147199997,bus stop
Jackson & Kenton,252202,41.87696545799997,-87.74069587600002,bus stop
Higgins & Central/Edmunds,110400,41.97030077300002,-87.767701907,bus stop
Cottage Grove & 43rd Street,390300,41.816706866000004,-87.60661044300002,bus stop
Commercial & 98th Street,510100,41.71720767800002,-87.55089150100002,bus stop
California & Schubert,220400,41.930271000000005,-87.69763100099999,bus stop
Harlem & Wellington,170900,41.93457125600003,-87.80668029700001,bus stop
67th Street & Clyde,430101,41.77342421600002,-87.57414240499998,bus stop
71st Street & Eberhart,690900,41.76569533100002,-87.61264703799998,bus stop
Broadway & Glenlake,030102,41.992731787000025,-87.66021096999998,bus stop
Halsted & 103rd Street,730700,41.70673806000002,-87.64295170100002,bus stop
Central & Giddings,150300,41.96631760299999,-87.76735835199997,bus stop
Halsted & 96th Street,730500,41.71950700000002,-87.64302700000002,bus stop
Milwaukee & Wolcott/Wood,241400,41.90716582599998,-87.672567819,bus stop
5133 W 65th Street,640700,41.774686293,-87.75025108800003,bus stop
State & 46th Street,381500,41.810900000000004,-87.62600199899998,bus stop
State & 44th Street,380700,41.814527,-87.62607999900001,bus stop
Archer & Lamon,835200,41.79820645199999,-87.745421357,bus stop
Lawndale & 28th Street,301701,41.840757999999994,-87.717195,bus stop
Kedzie & Marquette Rd,660500,41.771763367999995,-87.70306228300001,bus stop
Harlem & Roscoe,171000,41.94150300000001,-87.80679300000003,bus stop
Lawrence & Clark,031800,41.96881844500001,-87.667629509,bus stop
Harrison & Lavergne,831400,41.873001851000026,-87.74920831899999,bus stop
Harrison & Kolmar,260500,41.873204999999984,-87.739487999,bus stop
111th Street & Peoria,750600,41.692267972000025,-87.64504355000003,bus stop
Belmont & Lavergne,190200,41.938708005000024,-87.75150447599998,bus stop
51st Street & Indiana,836100,41.80196437500001,-87.621154478,bus stop
Harrison & Halsted,841900,41.87427200000002,-87.64748100000003,bus stop
Montrose & Mobile,150502,41.960189000000014,-87.784471999,bus stop
63rd Street & Linder,640700,41.7780305,-87.75936515900003,bus stop
Austin & Wrightwood,190601,41.92739,-87.77576499899999,bus stop
Diversey & Linder,190701,41.931206324000016,-87.76383965100001,bus stop
Grand & Oak Park,831600,41.92351819300001,-87.79541381000001,bus stop
North Ave & Lockwood,250700,41.90941649299998,-87.75801301799999,bus stop
69th Street & Damen,671500,41.76836907699999,-87.67377062000003,bus stop
Foster & Leavitt,040401,41.97593846699999,-87.68438102800002,bus stop
Grand & Central,191200,41.91864603200003,-87.76552916700001,bus stop
61st Street & King Drive,420600,41.783826922,-87.615536615,bus stop
95th Street & Wallace,730500,41.721416999999974,-87.63850699900001,bus stop
47th Street & Greenwood,390500,41.80953996699998,-87.59938644800002,bus stop
69th Street & Hoyne,671500,41.768370000000004,-87.67616400000003,bus stop
51st Street & Sacramento,630400,41.80083000000002,-87.69889899999998,bus stop
Root & Normal,842600,41.818945000999975,-87.63856299899999,bus stop
Dodge & Dempster,809700,42.040943148,-87.69901517400001,bus stop
Homan & Douglas Blvd,841500,41.863069129999985,-87.710364491,bus stop
California & Point,221400,41.919316872000024,-87.69717284699999,bus stop
Clark & Barry/Halsted,063000,41.938660028000015,-87.64950585999998,bus stop
Michigan & Ontario,081403,41.893193999999994,-87.62408900100002,bus stop
Commercial & 92nd Street,461000,41.72811321199998,-87.55113420200001,bus stop
Lake Shore & Cornelia,060900,41.946816694000006,-87.64230949300003,bus stop
Kimball & Wrightwood,220602,41.928224,-87.71214299899998,bus stop
Broadway & Thorndale,030601,41.989914252000005,-87.66015388,bus stop
Halsted & 95th Street,730500,41.72129968899998,-87.643078586,bus stop
Indiana & 31st Street,842000,41.83824800100001,-87.621825,bus stop
Ashland & Morse,010600,42.007744,-87.669959,bus stop
Jeffery & 91st Street,480400,41.729852747999985,-87.57545002,bus stop
Madison & Waller,252000,41.880283564000024,-87.76803586400001,bus stop
Jackson & Kildare,260600,41.87709449800002,-87.73310614299999,bus stop
Belmont & Octavia,170800,41.938005110000006,-87.80902214499997,bus stop
51st Street & Oakley,630100,41.801164985000014,-87.68158931099998,bus stop
47th Street & Francisco,842800,41.80830193899999,-87.69648993999999,bus stop
Peterson & Sacramento,020702,41.99051913599999,-87.704003935,bus stop
Lawrence & Delphia,770902,41.96663037500002,-87.84150374400002,bus stop
63rd Street & Campbell,835000,41.779302400999995,-87.68591130200002,bus stop
Clark & Burton,080201,41.90934262500002,-87.63145831700001,bus stop
Central & Harrison Terminal,252101,41.87256595299999,-87.76480171999998,bus stop
Milwaukee & Sacramento,220500,41.92605810399999,-87.70264757400003,bus stop
Cottage Grove & 107th Street,500200,41.700203672999976,-87.60805277200001,bus stop
Ashland & Harrison,832900,41.87401397899998,-87.666438771,bus stop
Pulaski & Montrose,140500,41.96103423699998,-87.72792748500001,bus stop
State & Garfield,836100,41.79475512099998,-87.625798116,bus stop
LaSalle & Goethe,080202,41.9059201,-87.63285270400002,bus stop
Western & Montrose,040900,41.96149574200001,-87.688556199,bus stop
Clark & Foster,031100,41.97609752400001,-87.66831968999998,bus stop
State & 14th Street,330200,41.86417806399999,-87.62749610899999,bus stop
State & 51st Street,836100,41.801774970999986,-87.62600266800001,bus stop
Pulaski & Augusta,231200,41.89890143399998,-87.72599939000003,bus stop
Halsted & 57th Street,834700,41.79080704500001,-87.64498292899998,bus stop
California & Armitage,221300,41.91759312200003,-87.69727932799998,bus stop
Halsted & 107th Street,491100,41.699479999999994,-87.642476999,bus stop
Pulaski & James J O'Connor Rd,830500,41.83113234199999,-87.72409265499999,bus stop
Cicero & 78th Street,700200,41.750898887999995,-87.74122922800001,bus stop
Austin & Greenfield/Hirsch,250600,41.905681689000005,-87.775330516,bus stop
Marine Drive & Gunnison,031300,41.97011418300002,-87.64982268799997,bus stop
Fifth Avenue & Kostner,843000,41.870262749999995,-87.73495185399997,bus stop
Cicero & Foster,120400,41.97546809900001,-87.74812489599998,bus stop
Narragansett & Addison,170300,41.945763763,-87.786383236,bus stop
Cottage Grove & 55th Street,400300,41.795086782,-87.60633031999998,bus stop
Milwaukee & Noble,842300,41.90082945400002,-87.66221577099998,bus stop
Sheridan & Birchwood,010300,42.01802100100002,-87.66580199999999,bus stop
Cicero & 63rd Street,980100,41.77858943000001,-87.742458957,bus stop
Marine Drive & Montrose,031400,41.962039258000004,-87.64696019899998,bus stop
LaSalle & North Ave,080300,41.91081093899999,-87.63329605299998,bus stop
Pulaski & 55th Street,620200,41.79332136400001,-87.72331250100001,bus stop
California & 38th Street,580200,41.82472232600003,-87.694766668,bus stop
Archer & Canal,841100,41.85127544400001,-87.63829944899999,bus stop
Racine & Garfield,611900,41.794248228000015,-87.654974993,bus stop
King Drive & 60th Street,834500,41.78577395100001,-87.61583387500002,bus stop
Sheridan & Wellington,063302,41.936424604000024,-87.639500839,bus stop
Pulaski & 69th Street,650500,41.76781199999999,-87.72254599899998,bus stop
Damen & Milwaukee/North Ave (Blue Line),241400,41.91025684900001,-87.67754548900001,bus stop
Austin & Lake,812500,41.888104809000026,-87.77501305499999,bus stop
Cermak & Albany,841700,41.851800954,-87.70287689899999,bus stop
Jackson & Oakley,838000,41.87749600000001,-87.683651999,bus stop
Bryn Mawr & Sheridan,030706,41.98371100000003,-87.65537900099997,bus stop
Wentworth & 62nd Street,834600,41.78151300000002,-87.63016500100002,bus stop
Cottage Grove & 104th Street,490902,41.705543138999985,-87.60701713399999,bus stop
Cicero & Estes,807900,42.00996933699997,-87.74802790000001,bus stop
Stockton & Arlington,070101,41.92648804800001,-87.63777471899999,bus stop
Damen & 80th Street,710500,41.748414000000025,-87.67315099899997,bus stop
Cicero & Polk,831400,41.870337000000006,-87.74497600000001,bus stop
79th Street & Cicero,700301,41.749062106999986,-87.74101653600002,bus stop
Armitage & Drake,222800,41.91724731599999,-87.71493822299999,bus stop
Central & Schubert,190602,41.92952600000001,-87.76624500000003,bus stop
Kimball & Diversey/Milwaukee,210602,41.93230299999999,-87.712223999,bus stop
Cicero & 63rd Street,640800,41.77820562599999,-87.74212167299999,bus stop
Western & 71st Street,661000,41.764926033999984,-87.68311680300002,bus stop
Sheridan & Touhy,010300,42.01300500000002,-87.66337500100002,bus stop
Central & Irving Park,150300,41.95340687700002,-87.76691745800002,bus stop
Central & Bryn Mawr,110100,41.982845,-87.76827200000002,bus stop
King Drive & 81st Street,440201,41.747627135000016,-87.614804295,bus stop
Pulaski & Montrose,160400,41.960851805000004,-87.727704598,bus stop
Montrose & Clarendon,031400,41.96189849799998,-87.64980783099998,bus stop
King Drive & 49th Street,381200,41.80585459600002,-87.61637553100002,bus stop
Peterson & Kimball,130100,41.99043906000003,-87.71382310899997,bus stop
Division & Clybourn,080400,41.903831001000015,-87.64001700099999,bus stop
Devon & Ridge,020500,41.998031276999995,-87.67706149499998,bus stop
Addison & Southport,061200,41.947129226000015,-87.66388352000001,bus stop
63rd Street & Damen,670500,41.779387504,-87.67412985499999,bus stop
Armitage & Leavitt,832200,41.91772165200001,-87.68236737400002,bus stop
Cermak & Michigan,330100,41.85298845199998,-87.62410279599999,bus stop
55th Street & Kedzie,630300,41.79357820000001,-87.70378985399998,bus stop
Peterson & Ridge,030300,41.99083999999999,-87.67269900100001,bus stop
North Ave & Kedzie,230200,41.910221036999985,-87.70725527000002,bus stop
Madison & Lockwood,251900,41.88044108999998,-87.75783627999999,bus stop
Fullerton & Southport,070600,41.925280972999985,-87.66351933300001,bus stop
91st Street & Commercial,833900,41.730146992000016,-87.55111067000001,bus stop
71st Street & Yates,430102,41.766366757000014,-87.56686633599998,bus stop
51st Street & Damen,611400,41.80131914399999,-87.67432907699998,bus stop
Cicero & Augusta,251000,41.89859999999999,-87.74580200000003,bus stop
Racine & 71st Street,681400,41.76497725500002,-87.65401408600002,bus stop
Kedzie & 59th Street,660302,41.78604283599998,-87.70323809400003,bus stop
Montrose & Linder,150300,41.960634750999986,-87.76465122500002,bus stop
87th Street & Kostner,700302,41.73479830500003,-87.73099759899998,bus stop
26th Street & California Boulevard,301200,41.84476380000001,-87.694467927,bus stop
103rd Street & Fairfield,720400,41.706418671999984,-87.690160757,bus stop
79th Street & Cregier,834200,41.75160418899998,-87.58076729999999,bus stop
Oakton & St. Louis,807600,42.02638395399998,-87.71558719000001,bus stop
79th Street & Karlov,700200,41.749568091000015,-87.72452600499997,bus stop
Devon & Hoyne,020500,41.99789700000002,-87.68248900100002,bus stop
Central Street & Hartrey,808900,42.064437446,-87.703274416,bus stop
Diversey & Seminary,062900,41.932649853999976,-87.65642941200002,bus stop
Cermak & Carpenter,310500,41.852609949,-87.65340226500001,bus stop
Cermak & Lumber,843200,41.85277089700003,-87.64154547800001,bus stop
Peterson & Lawndale,130100,41.99028253300003,-87.72102078,bus stop
87th Street & Calumet,440300,41.736557049,-87.61607117599999,bus stop
Montrose & Ravenswood,031900,41.96159499999999,-87.67368899899998,bus stop
Peterson & Campbell,020802,41.99059613899999,-87.692045183,bus stop
79th Street & Princeton,691200,41.75087500000001,-87.63184799999999,bus stop
Oakton & Kostner,807400,42.026290759000005,-87.737517508,bus stop
Addison & Paris,170500,41.94503206799999,-87.83023935799997,bus stop
Peterson & Whipple,020702,41.99051413699999,-87.70520093599998,bus stop
Lunt & Hamilton,020400,42.00893851000001,-87.68379495900001,bus stop
Cicero & Dickens,191000,41.91869598400001,-87.74602329700002,bus stop
Harlem & 56th Street,561000,41.790092000000016,-87.80128300000001,bus stop
Austin & Harrison,252101,41.87268447700001,-87.774268678,bus stop
Lawndale & 27th Street,301701,41.84242599999999,-87.717101001,bus stop
Berkeley & 43rd Street,836400,41.816979894999974,-87.600687902,bus stop
Dodge & Crain,809700,42.039317117999985,-87.69919924300001,bus stop
4646 N Marine Drive,031400,41.96646900000002,-87.64893000000001,bus stop
119th Street & Peoria,530300,41.67785107200001,-87.64422766400003,bus stop
Addison Blue Line Station,160900,41.94658820400002,-87.71841032100002,bus stop
35th Street & Oakley,840300,41.83038231799998,-87.68253853099998,bus stop
Addison & Lawndale/Avondale,160900,41.94652374399999,-87.72037695799997,bus stop
Armitage & Larrabee,071300,41.918296999999995,-87.64348800099998,bus stop
75th Street & Constance,430900,41.758892559,-87.57978682700002,bus stop
Cicero & Congress Parkway,252202,41.874097000000006,-87.74490100000003,bus stop
Montrose & Meade,150501,41.960370135999995,-87.77934407100003,bus stop
Ashland & 61st Street,670800,41.78297691099999,-87.66418149399999,bus stop
Pulaski & Avondale,160900,41.950667544,-87.72742100599999,bus stop
Madison & Central,252102,41.88014099399999,-87.76461187799998,bus stop
Fullerton & Wood,832500,41.925026926999976,-87.67279051000003,bus stop
95th Street & Jeffery,510300,41.72240053799999,-87.57498251499999,bus stop
Jackson & Cicero,252202,41.876763138,-87.74483065999999,bus stop
Grand & California,836700,41.894255000999976,-87.69672300000002,bus stop
Cermak & Clark,841100,41.852744210000026,-87.62997378199998,bus stop
Grand & Oakley,242900,41.89062905700001,-87.684370285,bus stop
Jackson & Financial Place,839100,41.87808100000001,-87.63286799899998,bus stop
63rd Street & Wentworth,842500,41.779907001000026,-87.62988699900001,bus stop
Halsted & 115th Street,491200,41.68523465599998,-87.64202703400002,bus stop
Clinton & Taylor,841900,41.86987199999999,-87.640896,bus stop
Halsted & Madison,833100,41.881585486999995,-87.64745800100002,bus stop
Laramie & Maypole,251900,41.884397999999976,-87.755274999,bus stop
Western & 55th Street/Garfield,630500,41.79399658599999,-87.68417629700002,bus stop
Bronx & Davis,807000,42.046190301000024,-87.750454032,bus stop
Belmont & Hamlin,210501,41.939094685999976,-87.72153500899998,bus stop
California & Division,242600,41.903205614,-87.69679374200001,bus stop
State & 66th Street,842500,41.77446500000002,-87.62501999900002,bus stop
Ewing & 99th Street,520100,41.71577031999999,-87.53512964999999,bus stop
Fullerton & Halsted/Lincoln,071100,41.92538116100002,-87.64896692899998,bus stop
Chicago & Wood,243200,41.895920305000004,-87.67184868599998,bus stop
North Ave & Kostner,230600,41.90964600000001,-87.73650300000003,bus stop
Balbo & State,320600,41.87304901800002,-87.62728494999999,bus stop
North Ave & Milwaukee/Damen (Blue Line),240500,41.91041332100002,-87.677670874,bus stop
Jeffery & 76th Street,431200,41.757349999999974,-87.57604199999997,bus stop
Kedzie & Franklin,836700,41.88973708100002,-87.70628452400001,bus stop
Harrison & Laramie,831400,41.872882532000006,-87.75449102099998,bus stop
59th Street & Pulaski,650200,41.78586906999999,-87.72317344700002,bus stop
Damen & Roosevelt,838200,41.86719613899999,-87.676091579,bus stop
State & Elm,081202,41.903054999999995,-87.628508001,bus stop
Harlem & Addison,171000,41.94511652099999,-87.80690807299999,bus stop
Western & 87th Street,720100,41.73517096299997,-87.68236256300003,bus stop
Racine & 69th Street,681100,41.768920584,-87.65409981800002,bus stop
Midway Orange Line Station,980100,41.78659932800002,-87.73871554700003,bus stop
Belmont & Overhill (77th Avenue),170700,41.937999174000026,-87.81920173999998,bus stop
Belmont & Karlov,161300,41.93912830099998,-87.72979597699998,bus stop
8000 S Pulaski,700401,41.747796161999986,-87.72163039600002,bus stop
Broadway & Belle Plaine,032100,41.95682199999999,-87.65195699999998,bus stop
Homan & Ohio,836700,41.89175800100003,-87.71126400100002,bus stop
Austin & Roosevelt,831400,41.86562900000001,-87.77404499900001,bus stop
Austin & Barry,190402,41.936518999999976,-87.776073,bus stop
2300 S Pulaski,843400,41.849500216000024,-87.724594276,bus stop
Jeffery & 70th Street,430101,41.76812300099999,-87.57628,bus stop
Cicero & Sherwin,807900,42.014398535,-87.74776083799998,bus stop
Central & Belden,191200,41.922111986999994,-87.76583343300001,bus stop
Belmont & Central,190300,41.93851092199998,-87.76624353400001,bus stop
Foster & Marine Drive,030706,41.97649973199998,-87.65257446700002,bus stop
111th Street & Longwood,750200,41.691999306000014,-87.67171576099997,bus stop
63rd Street & Cicero,640100,41.778532858999995,-87.74204337499998,bus stop
Jackson & Loomis,833100,41.877634,-87.66165199900001,bus stop
79th Street & California,700501,41.74981875200001,-87.69265346100002,bus stop
Diversey & Cicero,190800,41.93146310899999,-87.74678791500003,bus stop
Dearborn & Ida B Wells Drive,839100,41.87592700099998,-87.62915400000003,bus stop
Cicero & 61st Street,640100,41.781940365000025,-87.74219644700003,bus stop
State & 69th Street,690400,41.76906512099998,-87.62486011300001,bus stop
79th Street & Yates,460500,41.75166300000001,-87.56638700000002,bus stop
Taylor & Loomis,283100,41.86928952599999,-87.66182304699998,bus stop
47th Street & Vincennes,381200,41.80935598399998,-87.61394324000003,bus stop
Diversey & Ashland,062600,41.93246709700003,-87.66861339500002,bus stop
Grand & Ashland,243300,41.891063900000006,-87.66695866700002,bus stop
Foster & Broadway,030703,41.976397867,-87.65962001999998,bus stop
Armitage & Keeler,200402,41.9171637,-87.73134200800001,bus stop
63rd Street & State,400800,41.78015549000003,-87.62505577500002,bus stop
95th Street & Ashland,730300,41.72130602499999,-87.66319167400002,bus stop
51st Street & Wabash,381800,41.80210671999998,-87.62405693599999,bus stop
75th Street & Yates,431302,41.759045071,-87.56625726200002,bus stop
Jackson & Damen,838000,41.87755265800001,-87.676835401,bus stop
55th Street & Homan,630300,41.79350032799999,-87.708760541,bus stop
State & 11th Street,320600,41.869159674,-87.627326429,bus stop
Dearborn & Polk,839000,41.87250511000002,-87.62905098499999,bus stop
Cottage Grove & 101st Street,500100,41.711180239999976,-87.60558606799998,bus stop
Cottage Grove & 54th Street,410500,41.79657700000001,-87.6062,bus stop
Cicero & 66th Street,640800,41.77289271199999,-87.741882116,bus stop
Stony Island & 61st Street,420100,41.78387198799999,-87.58644767599998,bus stop
Cicero & 73rd Street,650500,41.760065010999995,-87.74154819099999,bus stop
Stockton & Roslyn,070101,41.928299288999995,-87.638767261,bus stop
North Ave & Austin,250400,41.90936486099997,-87.77509251200001,bus stop
5556 S Wentworth,834600,41.79244000099999,-87.63042300000001,bus stop
Lawrence & Kostner,140500,41.968069172000014,-87.737694879,bus stop
Montrose & Laramie,150300,41.960538000999975,-87.75748800000002,bus stop
Addison & Kimball,160800,41.946631930000024,-87.71293579399997,bus stop
Foster & Lincoln,040201,41.97593319399999,-87.69263147200002,bus stop
63rd Street & Narragansett,640400,41.77774243800002,-87.78145499599998,bus stop
35th Street & Western Avenue,840300,41.830326000000014,-87.68532499899999,bus stop
Mason & Roosevelt,831400,41.86555099999998,-87.772963,bus stop
Torrence & 105th Street,838800,41.70470725299998,-87.55971741500002,bus stop
Archer & Kilpatrick,835200,41.799177421000024,-87.74033527900002,bus stop
Lehigh & Wildwood,120100,42.007735000000025,-87.771192999,bus stop
Northwest Hwy & Sayre,100200,41.994299015000024,-87.802419348,bus stop
Kostner & 74th Street (Solo Cup),650500,41.757816778999995,-87.73256941900001,bus stop
Pulaski & Thomas,842100,41.90088335500002,-87.72631511600002,bus stop
Pulaski & 24th Street,301802,41.84798115199999,-87.72475254800003,bus stop
Wells & Garfield,834600,41.79397272900002,-87.63188231499998,bus stop
Yates & 99th Street,510300,41.715444435999984,-87.56466658699998,bus stop
Pulaski & Van Buren,260700,41.87538368100002,-87.72558303300002,bus stop
Northwest Hwy & Euclid,805502,42.010308941999995,-87.82806966200002,bus stop
Pulaski & 68th Street,650500,41.769633,-87.72258900000003,bus stop
Montrose & Marine Drive,031400,41.96196303400001,-87.64720145899997,bus stop
California & 38th Street,580100,41.82452000000001,-87.69456199899997,bus stop
Western & Foster,040100,41.976105786000005,-87.68901483600001,bus stop
47th Street & State,835700,41.809302156,-87.626403944,bus stop
Jackson & Cicero,252202,41.876858931000015,-87.745418975,bus stop
51st Street & Union,843800,41.80163961300002,-87.64274928100002,bus stop
Howard & Chicago Avenue,810200,42.01947604399999,-87.67618415099997,bus stop
61st Street & Cottage Grove,420400,41.784115321,-87.60583290400001,bus stop
Addison & Sayre,170300,41.94545023400002,-87.80066191999998,bus stop
Vermont & Union,530503,41.66256299999998,-87.639212999,bus stop
Wentworth & 29th Street,340400,41.84133300000002,-87.631798,bus stop
Central & Edgebrook Golf Course,120100,41.99073732699998,-87.76617148100001,bus stop
Vincennes & 80th Street,842400,41.749093000000016,-87.634754999,bus stop
Lawrence & Sacramento,140800,41.968431984000006,-87.703716552,bus stop
Fullerton & Kostner,200300,41.924307,-87.73667700099998,bus stop
Belmont & Keeler,161300,41.939101530000016,-87.73229681499998,bus stop
119th Street & Wentworth,530200,41.67802707999999,-87.62735601999998,bus stop
Grand & St. Clair,081403,41.891823999999986,-87.62252600099998,bus stop
Division & Humboldt,240900,41.90294544599999,-87.702156693,bus stop
75th Street & State,691000,41.75830300000001,-87.62449199999998,bus stop
Cicero & Grand,831300,41.91365017700002,-87.745849443,bus stop
Cicero & Belmont,190100,41.938709682000024,-87.74674250800001,bus stop
Laramie & Maypole,251800,41.884232999999995,-87.75513000000001,bus stop
Pulaski & 49th Street,570400,41.80417191700002,-87.723322951,bus stop
Indiana & 35th Street,839500,41.83131644399998,-87.621676821,bus stop
Clark & Montrose,031700,41.96182245099999,-87.66590869200002,bus stop
Austin & Montrose,150402,41.960260000999995,-87.77694400000001,bus stop
Pulaski & 41st Street,570100,41.81830402600002,-87.72381329199999,bus stop
Marine Drive & Bittersweet,031400,41.95563956500001,-87.64555228,bus stop
North Ave & Melvina,250400,41.90931091599998,-87.78000389699997,bus stop
95th Street & Greenwood,470100,41.722257825999975,-87.59718513500002,bus stop
Grand & Lockwood,191200,41.917438488000016,-87.75829718799997,bus stop
79th Street & Perry,691200,41.750964108000005,-87.62727914499999,bus stop
Harrison & Leamington,252201,41.873053520999974,-87.75320122699998,bus stop
92nd Street & Commercial,461000,41.72831120699999,-87.551053077,bus stop
79th Street & Indiana,691300,41.751078000999996,-87.619553,bus stop
Montrose Brown Line Station,830800,41.96155781099998,-87.67515474499999,bus stop
103rd Street & Michigan,490800,41.707286313,-87.620041179,bus stop
Armitage & Kostner,200401,41.917109391,-87.73617220300002,bus stop
Jackson & Kedzie,271300,41.877395190000016,-87.70627811499998,bus stop
79th Street & Kenwood,834300,41.75148299,-87.59174128900003,bus stop
Fullerton & Kilbourn,200200,41.92441912200002,-87.73891405900002,bus stop
Chicago & Menard,251300,41.89484992299998,-87.770609181,bus stop
55th Street & Cicero,835200,41.79318728800001,-87.74265032599999,bus stop
103rd Street & Wentworth,490700,41.70716371200001,-87.62867584700001,bus stop
Armitage & California,221400,41.917552962,-87.69703407399999,bus stop
Roosevelt & California,838600,41.866605987000014,-87.696209463,bus stop
43rd Street & Drexel,836400,41.816898976999994,-87.60458649600002,bus stop
95th Street & St. Lawrence,490400,41.72207766899999,-87.609220559,bus stop
115th Street & Watkins,750500,41.68479438899999,-87.66608270299997,bus stop
Irving Park & Fremont,032100,41.954599230999975,-87.65200367900002,bus stop
Jackson & Karlov,260700,41.877107645000024,-87.72819550899999,bus stop
Chicago & Sangamon,842300,41.896391854,-87.651707977,bus stop
Harlem & Palmer,250500,41.91970622399998,-87.80593986000002,bus stop
Central & Cornelia,151100,41.943963,-87.76661099900002,bus stop
Taylor & Racine,283200,41.86934883800001,-87.65692967000001,bus stop
Grand & Melvina,191301,41.921353356,-87.780258285,bus stop
Jackson & California,837400,41.877370816999985,-87.69595514500003,bus stop
Sheridan & Rosemont,030103,41.99623600000001,-87.65565400000003,bus stop
King Drive & 65th Street,420700,41.77670993100003,-87.615453178,bus stop
Sheridan & Broadway/Montrose,032100,41.961455763000004,-87.65466732499999,bus stop
Halsted & Garfield,834700,41.79384915999998,-87.64505401500003,bus stop
Cicero & Palmer,191100,41.92041722900001,-87.74634636299999,bus stop
Chicago & Mies Van Der Rohe,081300,41.89683815799998,-87.621708673,bus stop
Montrose & Rockwell,040800,41.961338479999995,-87.69346252600002,bus stop
Sheridan & Chase,010300,42.01411300000001,-87.663994,bus stop
Canal & Harrison,841900,41.87462747799998,-87.63950479300001,bus stop
Ashland & Adams,833100,41.879100171000005,-87.666583285,bus stop
Pulaski & Argyle,140302,41.972114583999996,-87.72805743499998,bus stop
Adams & State,839100,41.87950873699998,-87.62810529500001,bus stop
47th Street & Archer,570100,41.80804677100002,-87.71455604200003,bus stop
Grand & Sayre,831600,41.923599034000006,-87.80051573600002,bus stop
Jackson & California,837000,41.87749584699998,-87.69648346899999,bus stop
Montrose & Keeler,160200,41.960963478999986,-87.73265308999999,bus stop
Diversey & Paulina,062600,41.932397544000025,-87.67083372799999,bus stop
LaSalle & 43rd Street,835500,41.81626499999999,-87.629369999,bus stop
Austin & Dickens,191302,41.917813000000024,-87.775438001,bus stop
Sheridan & Argyle,031300,41.973476000000005,-87.65484999900002,bus stop
Broadway & Ainslie,031200,41.971635155,-87.659610321,bus stop
Western & Berwyn,040100,41.977867179999976,-87.68911810899999,bus stop
Pulaski & Grand,230700,41.906001726,-87.72630127299999,bus stop
California & Armitage,832400,41.917396999999994,-87.697116,bus stop
Caldwell & Central Terminal,120200,41.99608900099997,-87.76453299899998,bus stop
43rd Street & St. Lawrence,836000,41.816673485000024,-87.61173555599999,bus stop
131st Street & Rhodes,540102,41.65733,-87.60985800100002,bus stop
Addison & Pine Grove,061800,41.94784444999999,-87.64559569599999,bus stop
Fullerton & Leclaire,191100,41.92405193799999,-87.75379946700002,bus stop
S. Shore Drive & 70th Street,430102,41.768314352000004,-87.56643402499998,bus stop
Narragansett & 56th Street,561100,41.79042500000003,-87.78165899999999,bus stop
California & Wilcox,837400,41.879180786000006,-87.696155852,bus stop
California & 52nd Street,630500,41.799077367999985,-87.693825914,bus stop
Garfield & Hamilton,670500,41.79347695199999,-87.67785884,bus stop
Ashland & Berwyn,030900,41.97790199999997,-87.66957400000001,bus stop
Cicero & Hirsch,250800,41.90606200000002,-87.74609299899998,bus stop
Stony Island & 83rd Street,834300,41.74429044499999,-87.58580799700002,bus stop
Archer & Lock,600700,41.839957441000024,-87.661240169,bus stop
Wells & 59th Street,834600,41.78742799999998,-87.63198,bus stop
Milwaukee & Laramie,150300,41.96477966200001,-87.75820717300002,bus stop
Cicero & Wrightwood,190800,41.92851955200001,-87.74661148799999,bus stop
Gunnison & Austin,150501,41.96846486499999,-87.778412495,bus stop
North Ave & Rockwell,241100,41.910175279999976,-87.69174797,bus stop
79th Street & Halsted,710800,41.75057592000002,-87.64418786700003,bus stop
Pershing & Wentworth,835500,41.82353510399997,-87.63152623500002,bus stop
South Chicago & 73rd Street/Ellis,841800,41.76214423699997,-87.600174111,bus stop
South Chicago & Jeffery,450300,41.74446783299999,-87.57600408399998,bus stop
Vincennes & 99th Street,730400,41.71418251799997,-87.653376331,bus stop
Dodge/California & Howard,810301,42.019434751000006,-87.69967885,bus stop
Archer & Menard,560800,41.79509107299998,-87.76703780700001,bus stop
Western & Iowa,242500,41.89733679300002,-87.68702419300001,bus stop
Jeffery & 79th Street,431200,41.75179995100001,-87.575902041,bus stop
Diversey & Sayre,831600,41.930758001000015,-87.80108999999999,bus stop
